3HAD100;3OAR100;3OAS100;;;;;
3HAD100;3OAR100;3OAS100;;;;;
3HAD100;3OAR100;3OAS100;;;;;
3HAD120;3OAR120;3OAS120;;;;;
3HAD120;3OAR120;3OAS120;;;;;
AACPS3;;;;;;;
AACPS3;;;;;;;
AACPS4;;;;;;;
3HAD160;3OAR160;3OAS160;;;;;
3HAD161;3OAR161;3OAS161;;;;;
3HAD161;3OAR161;3OAS161;;;;;
3HAD40;3HAD60;3HAD80;3OAR40;3OAR60;3OAR80;3OAS60;3OAS80
3HAD40;3HAD60;3HAD80;3OAR40;3OAR60;3OAR80;3OAS60;3OAS80
ACACT1r;ACACT2r;ACOAD1f;ACOAD2f;ECOAH1;ECOAH2;HACD1;HACD2
ACPPAT160;;;;;;;
ACPPAT161;;;;;;;
AKGDH;;;;;;;
ADK1;;;;;;;
ADK1;;;;;;;
ADK1;;;;;;;
ASNS1;;;;;;;
APG3PAT160;;;;;;;
APG3PAT161;;;;;;;
CPPPGO;;;;;;;
CPPPGO2;;;;;;;
CPPPGO2;;;;;;;
DALAt2pp;;;;;;;
DHORD2;;;;;;;
DHORD5;;;;;;;
DHORD5;;;;;;;
DURIK1;;;;;;;
ENO;PGM;;;;;;
ENO;PGM;;;;;;
FLDR2;;;;;;;
FRD2;;;;;;;
FRD2;;;;;;;
FUM;;;;;;;
FUM;;;;;;;
FBA;;;;;;;
GHMT2r;;;;;;;
G5SD;GLU5K;;;;;;
GLCtex_copy1;;;;;;;
GAPD;PGK;;;;;;
GAPD;PGK;;;;;;
GLUDy;;;;;;;
GARFT;;;;;;;
GLYCLTt2rpp;;;;;;;
GLYCLTtex;;;;;;;
GND;;;;;;;
GND;;;;;;;
GRXR;;;;;;;
GRXR;;;;;;;
GTHOr;;;;;;;
GTHOr;;;;;;;
HXAND;;;;;;;
Kabcpp;;;;;;;
I2FE2SS;;;;;;;
I2FE2SS;;;;;;;
I2FE2SS;;;;;;;
I2FE2SS;;;;;;;
I2FE2SS2;I4FE4SR;I4FE4ST;;;;;
I2FE2SS2;I4FE4SR;I4FE4ST;;;;;
I2FE2SS2;I4FE4SR;I4FE4ST;;;;;
I2FE2ST;;;;;;;
I2FE2ST;;;;;;;
I2FE2ST;;;;;;;
IMPD;;;;;;;
MALS;;;;;;;
MN2tpp;;;;;;;
NDPK7;;;;;;;
NDPK8;;;;;;;
NI2tpp;;;;;;;
NDPK5;;;;;;;
O2tex;;;;;;;
O2tex;;;;;;;
O2tex;;;;;;;
O2tpp;;;;;;;
O2tpp;;;;;;;
O2tpp;;;;;;;
PAPSR;;;;;;;
PAPSR2;;;;;;;
PDX5PO2;;;;;;;
OPHHX;;;;;;;
PFK;;;;;;;
PIt2rpp;;;;;;;
PPA;;;;;;;
PPM;;;;;;;
PPPGO;;;;;;;
PRPPS;;;;;;;
RPE;;;;;;;
RPE;;;;;;;
RPE;;;;;;;
RPI;;;;;;;
RPI;;;;;;;
RPI;;;;;;;
SO4t2pp;;;;;;;
TKT1;;;;;;;
TKT2;;;;;;;
TRPS1;;;;;;;
ZN2tpp;;;;;;;